"Sigla da IES"	"Instituição de Ensino"	"Código do Programa"	"Programa"	"Ano da Publicação"	"Título"	"Produção Glosada?"	"Ordem"	"Autor"	"Categoria"	"Tipo de Produção"	"Subtipo"	"Nome do Detalhamento"	"Valor do Detalhamento"	"Área de Concentração"	"Linha de Pesquisa"	"Projeto de Pesquisa"	"A Produção é vinculada a Trabalho de Conclusão?"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A HARDWARE ACCELERATOR FOR ANISOTROPIC DIFFUSION FILTERING IN FPGA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"ISBN/ISSN"	"-"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SpeedIP: Sistemas Multiprocessados em FPGA para o Processamento Digital de Imagem"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A HARDWARE ACCELERATOR FOR ANISOTROPIC DIFFUSION FILTERING IN FPGA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Natureza"	"TRABALHO COMPLETO"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SpeedIP: Sistemas Multiprocessados em FPGA para o Processamento Digital de Imagem"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A HARDWARE ACCELERATOR FOR ANISOTROPIC DIFFUSION FILTERING IN FPGA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Nome do evento"	"2018 IEEE International Symposium on Circuits and Systems (ISCAS)"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SpeedIP: Sistemas Multiprocessados em FPGA para o Processamento Digital de Imagem"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A HARDWARE ACCELERATOR FOR ANISOTROPIC DIFFUSION FILTERING IN FPGA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Número da página final"	"4"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SpeedIP: Sistemas Multiprocessados em FPGA para o Processamento Digital de Imagem"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A HARDWARE ACCELERATOR FOR ANISOTROPIC DIFFUSION FILTERING IN FPGA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Número da página inicial"	"1"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SpeedIP: Sistemas Multiprocessados em FPGA para o Processamento Digital de Imagem"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A HARDWARE ACCELERATOR FOR ANISOTROPIC DIFFUSION FILTERING IN FPGA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Observação"	"Publicação derivada da pesquisa de mestrado de Felilpe Viel, autor do artigo."	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SpeedIP: Sistemas Multiprocessados em FPGA para o Processamento Digital de Imagem"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A HARDWARE ACCELERATOR FOR ANISOTROPIC DIFFUSION FILTERING IN FPGA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"País"	"Estados Unidos"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SpeedIP: Sistemas Multiprocessados em FPGA para o Processamento Digital de Imagem"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A HARDWARE ACCELERATOR FOR ANISOTROPIC DIFFUSION FILTERING IN FPGA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Série"	"-"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SpeedIP: Sistemas Multiprocessados em FPGA para o Processamento Digital de Imagem"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A HARDWARE ACCELERATOR FOR ANISOTROPIC DIFFUSION FILTERING IN FPGA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Título dos Anais"	"2018 IEEE International Symposium on Circuits and Systems (ISCAS)"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SpeedIP: Sistemas Multiprocessados em FPGA para o Processamento Digital de Imagem"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A HARDWARE ACCELERATOR FOR ANISOTROPIC DIFFUSION FILTERING IN FPGA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"URL"	"-"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SpeedIP: Sistemas Multiprocessados em FPGA para o Processamento Digital de Imagem"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A HARDWARE ACCELERATOR FOR ANISOTROPIC DIFFUSION FILTERING IN FPGA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Volume"	"1"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SpeedIP: Sistemas Multiprocessados em FPGA para o Processamento Digital de Imagem"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A MOBILE IDENTITY MANAGEMENT SYSTEM TO ENHANCE THE BRAZILIAN ELECTRONIC GOVERNMENT"	"Não"	"1"	"GLAIDSON MENEGAZZO VERZELETTI"	"Egresso - null"	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	""	""	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"GT-AMPTo - Autenticação Multi-fator para Todos"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A MOBILE IDENTITY MANAGEMENT SYSTEM TO ENHANCE THE BRAZILIAN ELECTRONIC GOVERNMENT"	"Não"	"2"	"EMERSON RIBEIRO DE MELLO"	"Participante Externo"	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	""	""	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"GT-AMPTo - Autenticação Multi-fator para Todos"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A MOBILE IDENTITY MANAGEMENT SYSTEM TO ENHANCE THE BRAZILIAN ELECTRONIC GOVERNMENT"	"Não"	"3"	"MICHELLE SILVA WANGHAM"	"Docente"	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	""	""	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"GT-AMPTo - Autenticação Multi-fator para Todos"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A MOBILE IDENTITY MANAGEMENT SYSTEM TO ENHANCE THE BRAZILIAN ELECTRONIC GOVERNMENT"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	"Cidade"	"-"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"GT-AMPTo - Autenticação Multi-fator para Todos"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A MOBILE IDENTITY MANAGEMENT SYSTEM TO ENHANCE THE BRAZILIAN ELECTRONIC GOVERNMENT"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	"Divulgação"	"MEIO DIGITAL"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"GT-AMPTo - Autenticação Multi-fator para Todos"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A MOBILE IDENTITY MANAGEMENT SYSTEM TO ENHANCE THE BRAZILIAN ELECTRONIC GOVERNMENT"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	"Fascículo"	"-"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"GT-AMPTo - Autenticação Multi-fator para Todos"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A MOBILE IDENTITY MANAGEMENT SYSTEM TO ENHANCE THE BRAZILIAN ELECTRONIC GOVERNMENT"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	"Idioma"	"INGLES"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"GT-AMPTo - Autenticação Multi-fator para Todos"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A MOBILE IDENTITY MANAGEMENT SYSTEM TO ENHANCE THE BRAZILIAN ELECTRONIC GOVERNMENT"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	"ISSN / Título do periódico"	"1548-0992 / (1548-0992) REVISTA IEEE AMÉRICA LATINA"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"GT-AMPTo - Autenticação Multi-fator para Todos"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A MOBILE IDENTITY MANAGEMENT SYSTEM TO ENHANCE THE BRAZILIAN ELECTRONIC GOVERNMENT"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	"Natureza"	"Completo"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"GT-AMPTo - Autenticação Multi-fator para Todos"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A MOBILE IDENTITY MANAGEMENT SYSTEM TO ENHANCE THE BRAZILIAN ELECTRONIC GOVERNMENT"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	"Nome da editora"	"IEEE"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"GT-AMPTo - Autenticação Multi-fator para Todos"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A MOBILE IDENTITY MANAGEMENT SYSTEM TO ENHANCE THE BRAZILIAN ELECTRONIC GOVERNMENT"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	"Número da página final"	"2797"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"GT-AMPTo - Autenticação Multi-fator para Todos"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A MOBILE IDENTITY MANAGEMENT SYSTEM TO ENHANCE THE BRAZILIAN ELECTRONIC GOVERNMENT"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	"Número da página inicial"	"2790"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"GT-AMPTo - Autenticação Multi-fator para Todos"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A MOBILE IDENTITY MANAGEMENT SYSTEM TO ENHANCE THE BRAZILIAN ELECTRONIC GOVERNMENT"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	"Número do DOI"	"10.1109/TLA.2018.8795121"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"GT-AMPTo - Autenticação Multi-fator para Todos"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A MOBILE IDENTITY MANAGEMENT SYSTEM TO ENHANCE THE BRAZILIAN ELECTRONIC GOVERNMENT"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	"Observação"	"-"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"GT-AMPTo - Autenticação Multi-fator para Todos"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A MOBILE IDENTITY MANAGEMENT SYSTEM TO ENHANCE THE BRAZILIAN ELECTRONIC GOVERNMENT"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	"Série"	"-"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"GT-AMPTo - Autenticação Multi-fator para Todos"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A MOBILE IDENTITY MANAGEMENT SYSTEM TO ENHANCE THE BRAZILIAN ELECTRONIC GOVERNMENT"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	"URL"	"https://ieeexplore.ieee.org/document/8795121"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"GT-AMPTo - Autenticação Multi-fator para Todos"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A MOBILE IDENTITY MANAGEMENT SYSTEM TO ENHANCE THE BRAZILIAN ELECTRONIC GOVERNMENT"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	"URL do DOI"	"https://ieeexplore.ieee.org/document/8795121"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"GT-AMPTo - Autenticação Multi-fator para Todos"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A MOBILE IDENTITY MANAGEMENT SYSTEM TO ENHANCE THE BRAZILIAN ELECTRONIC GOVERNMENT"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	"Volume"	"16"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"GT-AMPTo - Autenticação Multi-fator para Todos"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A NATIONAL MOBILE IDENTITY MANAGEMENT STRATEGY FOR ELECTRONIC GOVERNMENT SERVICES"	"Não"	"1"	"MICHELLE SILVA WANGHAM"	"Docente"	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	""	""	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Um Estudo sobre Tecnologias e Aplicac?o?es para a Internet das Coisas"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A NATIONAL MOBILE IDENTITY MANAGEMENT STRATEGY FOR ELECTRONIC GOVERNMENT SERVICES"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Cidade do evento"	"New York"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Um Estudo sobre Tecnologias e Aplicac?o?es para a Internet das Coisas"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A NATIONAL MOBILE IDENTITY MANAGEMENT STRATEGY FOR ELECTRONIC GOVERNMENT SERVICES"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Divulgação"	"MEIO DIGITAL"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Um Estudo sobre Tecnologias e Aplicac?o?es para a Internet das Coisas"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A NATIONAL MOBILE IDENTITY MANAGEMENT STRATEGY FOR ELECTRONIC GOVERNMENT SERVICES"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Edição / Número"	"-"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Um Estudo sobre Tecnologias e Aplicac?o?es para a Internet das Coisas"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A NATIONAL MOBILE IDENTITY MANAGEMENT STRATEGY FOR ELECTRONIC GOVERNMENT SERVICES"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Fascículo"	"-"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Um Estudo sobre Tecnologias e Aplicac?o?es para a Internet das Coisas"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A NATIONAL MOBILE IDENTITY MANAGEMENT STRATEGY FOR ELECTRONIC GOVERNMENT SERVICES"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Idioma"	"PORTUGUES"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Um Estudo sobre Tecnologias e Aplicac?o?es para a Internet das Coisas"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A NATIONAL MOBILE IDENTITY MANAGEMENT STRATEGY FOR ELECTRONIC GOVERNMENT SERVICES"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Idioma"	"Português"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Um Estudo sobre Tecnologias e Aplicac?o?es para a Internet das Coisas"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A NATIONAL MOBILE IDENTITY MANAGEMENT STRATEGY FOR ELECTRONIC GOVERNMENT SERVICES"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"ISBN/ISSN"	"-"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Um Estudo sobre Tecnologias e Aplicac?o?es para a Internet das Coisas"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A NATIONAL MOBILE IDENTITY MANAGEMENT STRATEGY FOR ELECTRONIC GOVERNMENT SERVICES"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Natureza"	"TRABALHO COMPLETO"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Um Estudo sobre Tecnologias e Aplicac?o?es para a Internet das Coisas"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2018"	"A NATIONAL MOBILE IDENTITY MANAGEMENT STRATEGY FOR ELECTRONIC GOVERNMENT SERVICES"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Nome do evento"	"2018 17th IEEE International Conference On Trust, Security And Privacy In Computing And Communications/ 12th IEEE International Conference On Big Data Science And Engineering (TrustCom/BigDataSE)"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Um Estudo sobre Tecnologias e Aplicac?o?es para a Internet das Coisas"	"Não"
